name,cluster_id
Omlette with Chicken Livers,5719
Wachsbohnen Salat,1422
Laitues braisees,2119
CONSOMME HOT OR COLD,1105
Antipasto variato,2923
Nebiolo spumante,3733
Vanilla  ice cream,1036
Native Celery,5103
"Moet and Chandon, White Seal",8816
Russian Jelly,3532
Franzosische Poularde,2058
1 Tasse Kakao,6505
GRIGNOLINO,2193
"Roast beef, Sauce remoulade",1372
Cream (CHEESE),5709
FRESH MUSHROOM SAUCE,4401
Queen or Ripe Olives,3060
Champagne Wafers,5195
Fried Fillet of Flounder,2412
Illustrierte Gurke,2241
Bellevue Dressing,1935
Gruyere ,1310
Extra Jug of Cream,3178
Norway Anchovies,9225
Muenster,4666
Mashed peas,5075
Bottle Beer,6723
Chateau Kirwan,152
Escalope of Veal Holstein,5605
Filet Mignon (for one),4613
Butterkuchen,3856
Champagner,7557
Eastern Beers,8909
Nouilles au Beurre,665
Gurken Salate,5896
Sliced Tomatoes or Cucumbers,3270
Riz Pilaw,1131
"Asparagus, Mayonnaise",8866
Fried Cod Fish,737
Broiled Premium Bacon,7516
Cold Salami,5051
Farmer Soup,9528
Stuffed white cabbage,2659
Pork Chops [2],5781
Fresh Fruit Pie,668
Les Hors d'Oeuvres,9652
Eggs Scrambled on toast,2876
Camembert Cheese with Wafers,5972
Chicken with Tomatoes,7361
OMELETTE WITH CHOPPED HAM,5185
FROZEN SCOTCH,1782
Piel's beer,7184
Salchichon,3771
Pommery et Greno,4640
Omelette Norvègienne,5050
"Rice Pudding, Whipped Cream",8873
Brandy: Martell,6589
"Pommes de terre, Fondantes",3584
Cuban Cocktail,4025
Omelet with Fines Herbes,351
Shrimp Sauce,490
Broiled Calf's Liver with Bacon,8105
Salad: Mixed,7879
Froid,4004
Barley,2566
Kartoffelkrusteln,3485
"Sirloin Steak, Maitre d'Hotel",4200
Prawn,8774
Guinnesses Stout,9376
Chartreuse Green Cordial,8793
Currie of Veal with Rice,4199
Cognacs,7712
Roast Lamb Sandwich,2067
Mumm's Gordon Rouge,3638
Perdreau roti sur canape,6714
"Lobster in Shell, Mornay",3902
"Asparagus, Dutch sauce",7002
Coupe aux Peches,413
Grape Fruit Cerisette,231
Vanilla pudding soufflé,6569
"Cold clam broth, cup",5575
Potage bretonne,6554
Boeuf Bourguignonne,4928
Sliced Watermelon,6065
French Fried (to-order),1374
Souffle Surprise,5205
Consomme aux profiteroles,91
"Broiled Lake Trout, Maitre d'Hotel",4956
"Blue Points, per dozen",5362
American or Swiss Cheese,5330
Roast Long Island Duck,7534
Prime Rib of Beef,3740
Broiled Bacon or Ham,9702
English Breakfast Tea ,327
Cream of Corn aux Croutons,6175
Bacon Dressing,6209
Currant Bun,1660
"rice, plain",7478
Meat Salad,1096
Chianti (Red),3092
Lamb Kidney with Bacon,3652
Tomatoes Salad,688
Young Green Onions,8093
Consomme Dubarry,4669
Cream of Spinach Soup,8426
"Soda, Domestic",6447
Fresh Peach Custard,5271
Dulce,9645
Insalata di stagione,4579
"Prime Ribs of Beef, Horseradish",5242
Little Neck Clams (6),5217
Baumkuchen,2772
Tomates provencale,2311
Half Broiled Milk Fed Chicken,6450
Cinnamon Rolls,2195
Cote de Boeuf,848
Pommes Rissoles,509
Lunch,37
Creme Chantilly,910
Sauterne Punch,1890
Vegetable Omelette,4267
ST. HONORE CAKE,5414
Consommé Ancienne,2966
Cold Half Roast Chicken,8121
Fried eggplants,6213
CHOICE HAVANA CIGARS,3834
Pommes de terre Pont Neuf,3708
Vegetable Dinner with egg,5804
"Cabinet Pudding, Strawberry Sauce",5580
Creole Omelet,9061
"Two Eggs, Poached on Toast",9201
Cold Lobster salad,7230
Macaroni au Fromage,5466
"Sweet Potatoes, Broiled or Fried",6652
"Fried fillet of sole, remoulade",6915
Caprice,1106
Summer Salad,6216
Butter ,85
Apricot Brandy Cordial,7005
Irish Cocktail,2001
King William V. O. P.,6188
Sweet Relish,2562
Swiss Apple Tart,6367
Indian Toast,5698
neue Kartoffeln,4530
Pates,4446
Half fried chicken à la Maryland,4476
Savarin au rhum,4454
Salmon Mayonnaise,8101
Brötchen,125
Kraftbruhe mit Rindermark,2262
Crepes,3352
Harper,2174
Cream Spinach,8523
Dawson,575
All Cereals,4169
Melted Cheese on Toast,3291
Pine apples,3234
Marshall's Tomato Herring,3904
Omelette mit Würfelschinken,113
Stuffed Tomato with Crab Meat,2943
Cold Pickled Pigs' Feet,1559
"Asparagus Salad, Mayonnaise",164
Rognons Turbigo,1552
"Sliced Tomatoes, Mayonnaise",5822
Coffe,2123
Consomme au Vermicelli,2216
Hashed Potatoes in Cream au Gratin,5780
Sliced Chicken ,8915
"Baked Sea Trout, Espagnole",4123
Lemon souffle,3202
Stewed Sugar Corn,8018
Half lobster,7224
Omelette mit Kase,5902
Wenatchee Eating Apple,2287
Prawn Salad,4758
Consommé Royale,938
Filet of sole Joinville,3296
Sauce Sabayon,3728
Apple Jack Whiskey,4765
"French Ice Cream, Coffee",7746
"Salad, Head Lettuce",5951
Artichoke Hearts,3166
Panache Salad,7566
Duff Gordon Dry Sherry,8546
Puree de pommes,4501
Succotash in Cream,5690
Chauvenet Pink Cap,673
Canned Salmon Sandwich,7162
Ensalada,2591
"Eggs (2), Scrambled",8164
Cafe Kirsch,2939
Onion Soup with Parmesan Cheese,5229
Preserved Bartlett pears,5790
Consomme with Peas,4965
"Tea, Hot",8987
Lychee,1114
"Cabinet Pudding, Vanilla Sauce",7179
Littlenecks,6225
Southern Sweet Potatoes,3471
Vanilla Ice Cream with Cakes,8725
Salade de Poulet,5070
"Potatoes, Roast",8803
Special Soup,4069
"Prime Rib of Beef, Au Jus",2778
Galatine of Capon,977
Buttered Potatoes,1528
Grilled Minute Steak,6799
"Cream Puff, Chantilly",910
Omelette mit Pilzen,3191
"Haig & Haig, 5 Star",5514
Grilled Lamb Chops (2),8488
Sour,3288
Roasts,8319
Oysters on the Half Shell,9046
Spring cabbage,4005
Acciughe,1568
Jambon cru,4784
Frische Karotten,1232
Berny Potatoes,1528
Watermelon Sherbet,5374
Lima Beans ,9546
"Baked Oysters, Casino",2110
Fresh Peaches,7052
Margeaux,7439
Home Made Head Cheese,1261
Blue Points (6),8700
Sauce Mignonette,3120
"Fried Scallops, Sauce Tartare",5814
Salad Dressing,4906
Creme Sevigne,2446
Roast Virginia Ham,1961
"Filet mignon, sauce bearnaise",2470
Old Bushmill,8986
Veal Chops (2),7558
"Chiffonade Salad, French Dressing",6127
Omelette ham,565
Fonds d'artichauts Mornay,5265
"Half Milk, half Cream",5749
Empire,1724
Home-made Rolls,9185
Ham and Eggs (2),245
Three Feathers Whiskey,740
Trappista,1480
"Salad, Mixed",2832
Bowl of half and half with bread,6887
1/2 fried spring chicken,8458
Red Wines,8076
"POSTUM, POT FOR ONE",4878
Coffee pot for one,7689
Salami with Potato Salad,9348
Glace Pralinée,7779
Cold Caramel Custard,7215
Lemon Tart,5426
Scotch Wood Cock,2469
PARFAIT GLACE,3383
Ballantine's Beer,7080
Lettuce and Grapefruit Salad,7083
Porterhouse steak for one,5922
Kraftbruhe Julienne,2453
"Smelts Saute, Meuniere",4657
Krug & Co. Private Cuvee,9387
Cognac ***,6565
Peach Melba Ice Cream,7743
"Coffee, Tea or Chocolate",904
Cammenbert,8606
Yellow Cling Peaches,3276
Broiled Fresh Honeycomb Tripe,2098
Creamed Fresh Lobster,4223
Dry,1197
Breaded Veal Chop,6034
APPLE TURNOVERS,203
"Broiled Live Lobster, Drawn Butter",5829
"Tomatoes, fried",6535
Duchesse Chantilly,4734
Marinated Herrings,8033
Cream Cheese Salad,5431
Green Onion Salad,7010
Chocolate cream puffs,6067
Sliced Tongue Sandwich,5939
Bananas ,6185
Omelet Paysanne,8791
Artichoke ,31
Almond Layer Cake,6195
Mayonaise de Homard,4870
Crab Flake Supreme,4864
"Fried Filets of Sole, Tartar sauce",9026
ceylon tea,7381
TOASTED BUN ,3695
Special Baked Apple with Cream,4825
Asperges Vertes,1095
Bavarian Lentil Soup,4335
Baked Cup Custard,7529
Sliced Smoked Salmon,7894
Cold Baked Ham with Potato Salad,8453
Cold Galantine of Chicken,4863
Pommery & Greno Brut,1425
Tournedos Bordelaise,197
Mocha Cream Layer Cake,8685
Anchovies Sandwich,7684
Salate,8576
Omelets Plain,5401
Peach Conde,4782
Chocolate Frappe,5529
Haig and Haig,1667
Spirits,2188
Potatoes Nature,2367
All cereals with milk,2783
Ungarisches Goulasch,5510
Mixed vegetable,5339
Peaches Melba,7019
Consomme a l'Anglaise,4220
Munster Cheese,2539
Roast Beef & Yorkshire Pudding,3057
Brochette of chicken livers,8811
Russian Eggs,7225
Fried Eggs (2) with Toast,7914
Boiled Eggs (2) with Toast,3423
Carolina Rice,1447
Canned Bartlett Pears,6291
"Puree, Mongole",6836
Sea Bass Meuniere,3
Kraut Salat,2952
Radici,1761
Lamb tongue,5028
Poireaux a la Grecque,2361
Huhnerbruhe mit Reis,1643
Torten ,754
"Ice Cream, Wafers",8009
Lettuce and Fruit Salad,6671
Hamburg Steak,885
Saratoga Geyser Water,7132
Korn,7983
Salade Ninon,3591
All White Meat,56
Meat balls,4137
Consomme San Remo,3538
White Cake,4959
with fresh mushrooms,8881
Beef Goulash,2554
Petits pois a la Parisienne,7532
Raspberries in Cream,9049
Ouzo,1936
Florida Fruit Salad,6811
Haut Sauterne White Bordeaux,7227
Confiture,1756
Special Combination,6070
Potatoes Savoyarde,4413
Egg custard,7903
New Potatoes Persillade,1973
Lemon Snow,5095
Barsac White Bordeaux,9285
Crab meat a la Dewey,8428
Tenderloin Steak (for 1),7729
John Powers Irish Whiskey,4077
"Sirloin, for two",1175
Milk per Bottle,499
schweppes soda,3747
Crab a la Newburg,8954
Frischer Hummer,6528
Individual Orange Marmalade,4537
Creme Dubarry,1390
Jelly Doughnuts,6423
Peche a la Melba,1248
Green Garden Peas,7772
Chicken Broth with Egg,5111
Haricots verts a l'anglaise,3595
1/2 Broiled Chicken,783
Hennessey *** Brandy,6996
Napolean Slice,874
Verschiedener Kase,726
Fraise,8534
Foie gras a la gelee de porto,2090
Shirred egg,9445
Scrambled egg,6473
Muscat Grapes,4136
Les Fromages assortis,8381
Patate Bollite,2314
Fresh Peaches and Cream,1252
Banana and cream,7420
Whisky,5500
rye bread,6033
Crepes aux Confitures,5678
Poulet de grain au cresson,5957
Salade d'endives,4096
Broiled Lake Superior Whitefish,1733
Roast Lamb - Mint Sauce,1041
PETITS POIS A LA FRANCAISE,4563
Peanuts,6376
Salad: Combination,307
Soave,1908
Bardolino,1122
Spaghetti au Fromage,2271
Baked custard,7928
Potatoes Chips,3987
Pony,1021
oyster dressing,5364
Linz cake,4696
Shrimp Patty,2404
Civet de Lievre,2016
"Oysters, on Half Shell",9046
Pear Sherbet,1449
chicken salad sandwich,3417
Animelle al Madera,611
FILET OF SOLE VIN BLANC,2879
Lobster Ravigotte,146
"Schinken, gekocht",8004
2 Eggs with Bacon,4944
Graham cakes,5023
Sahnen-Schnitzel,4091
Salad of Season,7995
Curried Beef & Rice,5084
Consomme Ecossais,2745
Omelette Jelly,9330
Biscuit roulade,3977
Marron Glace,2644
Pies Ala Mode,7376
Highball,436
French Pancake with Jelly,1621
French Bread & Butter,5881
Golden Lime,2988
Fried Egg with Bacon,9367
Fried Egg with Ham,9352
Bacon and Eggs (2),496
Curry of Chicken a l'Indienne,8415
Stewed Clams in Cream,141
Scrambled eggs with capers,5462
Bouillabaisse a la Marseillaise,7119
Club Soda (Domestic),7589
Macaroon Layer Cake,4801
Hennessy Cognac,4001
Cooks Imperial,8348
stuffed fish,4049
Sirloin Steak with Potatoes,8476
Grapefruit and Orange Salad,493
Chicken on Toast Sandwich,6925
Broiled veal kidney,4717
"Calf's Liver, Bacon",8111
"Bacon and Eggs, Potatoes",6839
Jambon sandwich,4968
"Carrots, Saute",7190
Preserved Pears or Peaches,5444
LALA ROOKH,24
Cold Prime Rib of Beef,8996
Sauternes Wine,8373
Chicory salade,9443
Sliced Peaches in Cream,2571
Cream of Wheat Cereal,7551
Post Toasties Cereal,5826
Nudelsuppe mit Huhn,4157
Haut Sauterne Wine,7651
Cream of Tomatoes with Rice,3010
Romaine and avocado salad,6626
Chicken Gumbo in Jelly,312
Roast Leg of Lamb,5558
Mexican Slaw Salad,2677
King George IV Scotch,2693
Crab Meat Creole,4140
Pineapple Surprise,4039
Home-made pastry,3570
Graham Bread with butter,8883
Ravioli with Meat Sauce,6729
Hot Sandwiches,6486
Fresh Pumpkin Pie,8582
Deviled Crabs (2),3759
Scrambled Eggs Plain,6850
Lettuce and Pineapple salad,5858
Broiled Irish bacon,4342
"Baked Ham, Raisin Sauce",4084
Egg custard pie,1706
Haig and Haig *****,7600
Split,6096
"Poached Egg, Vienna",4676
Graves Wine,78
Kirshwasser,518
"Veal Chop Saute, Chasseur",2201
Apricot layer cake,4552
Parfait Pralinee,8003
Washington Cocktail,5938
Imported Swiss Cheese ,852
American Cheese ,412
Cream Clam Stew,3014
Milk Clam Stew,7308
Mashed (Potatoes),4701
"Homemade Head Cheese, Potato Salad",6760
Virginia Ham with Potato Salad,9178
CHICKEN SOUP,4898
Cake a la Mode,8834
Jordan Almonds,6077
"Fresh Cauliflower, Butter Sauce",8711
Fresh Butter Beets,6802
Poivrons farcis,1955
Home-made French Pastry,6029
Stewed apricots and prunes,943
Haig & Haig ***** Scotch,7527
SWEET OMELETTE,6639
Wax Bean Salad,5886
"Tomato Salad, French Dressing",468
"Shrimp, Mayonnaise",8596
Fountain Grove,1953
Sliced Cucumbers Salad,2936
"Cold Asparagus, Mayonnaise",1326
BORDEAUX WINES,1943
Brandy Snaps,2727
Potato Lyonnaise,7640
Grapefruit Surprise,5020
Cremant,3021
Rouquefort Cheese,6281
Sliced Long Island Duckling,6819
Creamed Silver Onions,7467
Egg Nogg Brandy,5369
Hot Whiskey,3959
Roquefort and Crackers,6433
Pot of Coffee or Tea,6958
Potatoes Champs Elysees,3459
Prime Roast Beef au jus,8533
Grape Fruit ,7682
Swiss Gruyer Cheese,3642
Deviled Egg on Toast,5658
Paprika Schnitzel with noodles,6380
McLaren's Imperial,2682
"Chartreuse, Green Cordial",8793
Clam Sandwich,5036
Consomme Garni,8838
Coconut cake,1490
Petit Marmite Soup,7696
"Chocolate, Pot for One",7886
Whole Cold Lobster,4232
J. Jameson,6530
Roast Phila. chicken,5618
Seagram's,7564
Coeur de Celeri,4491
Beef with Mushrooms,2400
Salmon ,1971
Seagram's Whiskey,6590
Corona Corona,7159
"Two Eggs, Any Style",9480
"Broiled Sweetbread, Virginienne",5267
"Fillet of Sole, Tartar Sauce",7385
Potage St. Germaine,1502
Soup without Meat Order,3706
Broiled Premium Ham,7390
Haig & Haig Scotch Whiskey,7888
Glass of Half Milk and Half Cream,2338
Strawberry Tarts,1712
Lyonnaise (Potatoes),7776
Compote of Fruits,5281
Creamed Salmon on Toast,4048
Strawberry Glace,5091
Pig's Knuckles with Sauerkraut,9368
Steamboat Pudding,4081
Rice Piemontaise,3004
Fresh Raspberry Sherbet,8163
Paysanne salad,4841
"Buttermilk, Glass",9322
To Order,2408
Omelette Paysanne,595
Champagnes,7557
Kümmel Gilka,6437
Chianti Wine,319
Chartreuse Yellow Cordial,7979
Lettuce and Sliced Tomatoes,4201
STRAWBERRY SHORTCAKE,3441
Fischsuppe,2817
Weiner Schnitzel,3184
Genuine Calf's Liver with Bacon,8077
Spey Royal Scotch,2621
Cherry Stone Cocktail,8227
Sopa Crema De Esparragos,1216
Caviar frais d'Astrakan,3348
Sliced California Orange,1300
Coffee Ice,3080
"Minced Chicken, Tetrazzini",2940
"New Corn, Saute",3170
Johnny Walker Scotch,1381
Sweitzer Cheese,4732
Stuffed eggs,8184
Cold boiled ham with potato salad,3798
Persillees Potatoes,742
Nutmeg Custard Pie,6018
Filet of Mignon,8944
sardellenschnitzel,4113
Chocolate Souffle,6149
Orange Blosson,1328
Russian Caviar Canape,2087
"Filet de Sole, Bonne Femme",9204
Barbera spumante,4068
Ox Tail Ragout,4687
Rissolee,4284
Imported Swiss Sandwich,521
Scrambled Eggs & Tomatoes,8862
SPINACH,6211
"Lamb stew, parisienne",4409
Grog,2799
Asti Spumanti,9266
Consommé Souveraine,8669
Boiled Carp,3511
Consomme Diplomate,4517
Salade Danicheff,9320
Monticello Rye Whiskey,3386
Othellokage,1411
Salade de laitue aux fines herbes,5306
Petite Marmite (soup),7167
Fresh Tomato,9038
Banana pie,2668
Pear tart,126
Gateau Mascotte,900
Parkerhouse Rolls,1565
Broiled eels,6347
Fresh Raspberries and Cream,74
Aal,2638
Snaps,3252
Pressed beef,1807
Club Cocktail,7798
Steamed potatoes,5210
SPARKLING RED BURGUNDY,4328
Cream Chatelaine,8429
Boiled or Fried Eggs,6136
Marillen,1679
Succotash ,2353
Hashed in Cream au Gratin Potatoes,8601
Two Lamb Chops,8621
omelette - plain,7115
Pompano Veronique,2103
Drinks,8168
Coffee (per cup),6756
Sauternes white wine,7735
chopped egg Sandwich,1561
Ice cream - vanilla,5884
Friandise,9182
Chicken with Mayonnaise,7916
Swedish salad,1824
Boiled White Onions in cream,1181
"Yankee Pot Roast, Potato Pancakes",764
Diplomatic cake,2433
Hericots verts,5116
Shoe Peg Corn,2941
White Menthe,1628
Les Liqueurs,48
Veal Chop Suey,6124
Green Menthe,5836
Marlboro Cigarettes,9087
PIPER HEIDSIECK BRUT CHAMPAGNE,3068
Gin Flip,3634
Rum Toddy,3287
Brandy Toddy,3287
White Cap,3358
Hot Chocolate with Cream,4730
Makaroni,8048
Schlitz Beer on Draught,607
Ravioli with Tomato Sauce,1466
Souffle au Fromage,5550
Cauliflowers au Gratin,1830
Jam Omelette,4198
Eggs and Omelettes,6022
Pougues,1377
Source Perrier,3145
Vals,2459
Whole Planked Chicken,3515
Glen Garry Scotch,6785
Oyster Plant,7183
Mumm's Cordon Rouge Champagne,6010
Minced Ham [sandwich],7430
Madeira Nuts,1459
Scrambled eggs with anchovies,4996
Spring lamb chops (2),2477
Vanilla (Ice Cream),8293
Minced Chicken with Poached Egg,5017
Kirsch de Zoug,1966
Potatoes: O'Brien,7575
Cold Crab Ravigotte,3656
Broiled Fresh Mackeral,7260
Krebsschwanze in Dill,3838
Filet de Boeuf Rossini,2806
Old Bushmills Irish Whiskey,1168
Planked Steak for 2,891
Daube Glace,348
ORANGE JUICE,1999
COEUR DE ROMAINE,4412
Piper Heidseick,2057
PANAMA COCKTAIL,2100
Turkish Salad,8425
Tanqueray Gin,519
Pomme frites,7239
Charteuse,4050
Ensalada de Langosta,2650
Garlic Soup,1681
Tartelettes aux Fraises,340
POSTRES,6
Domestic Beers,1573
Liqueur Benedictine,7110
Fresas,2761
American Coffee with Cream,8292
Risotto a la Milanesa,6247
Sautees Potato,9199
Brussels Sprouts with Chestnuts,5383
Strawbery Ice Cream,7238
"Champagne, Gold Seal",272
Huevos Rancheros,2438
Gooseberries,1251
Bavaroise aux Fraises,340
"Veuve Clicquot, Yellow Label, dry",5586
Hot  Bouillon en Tasse,1904
Fried Cherrystone Clams,7324
American Wines,2802
"Cold Roast Leg of Lamb, Mint Sauce",1127
"Asparagus, Polonaise",7864
Napoleon Brandy,259
Wurzburger Beer,1634
Bavaroise Chocolate,2771
"Petite Marmite, Henri IV",755
HAMS,3940
"Toast, plain",7478
Gateau au chocolat,478
Francaise,1296
Consomme Victoria,4019
ICE TEA,7883
"Chicken, Sliced",8400
Graves Bordeaux White,2538
Chicken Broth a la Reine,8516
"Asparagus Tips, Melted Butter",5041
Bavarois rubane,1540
Aubergines Farcies au Gratin,5940
Egri Bikaver,1757
Cream of Asparagus ,9174
"Selle de chevreuil, sauce poivrade",1829
Petis Pois,7314
Heart of Lettuce a la Russe,3956
Chocolate Custard,4997
Regent cake,2987
California Asparagus Tips,7906
Gin Fizz or Rickey,3841
Parsnip Fritters,4344
Scrambled Eggs and Ham,5092
Kentucky Salad,5142
Grilled Porterhouse Steak,3939
"Cottage Pudding, Lemon Sauce",79
"Rack of lamb, Bouquetiere",2989
Mille feuilles,3380
Roast Duckling with Apple Sauce,1599
Preserved Sliced Pineapple,1218
Pommes maitre d'hotel,306
French Coffee Cake,296
Pineapple Torte,6621
Salade d'estree,265
Curried Oysters,6266
Vanilla Layer Cake,5946
Dundee Cake,3500
GENOA CAKE,3833
Old Fashioned Rice Pudding,9065
Saratoga Water,4555
CHERRY CAKE,2364
Dry Manhattan,4208
Chicken Broth with Vegetables,6715
"Consommé, Xavier",2266
Potage Ecossaise,7367
Mushroom Patty,4103
Club House [Sandwich],7240
"Endive Salad, French Dressing",2416
Danziger Goldwasser,966
Tasse Mocca,3963
Cheese [Sandwich],2972
Salade Mexicaine,7208
Hot Turkey,6317
Shrimp (salad),7965
Consomme Carolina,5276
Snow Flake Potatoes,1190
Pot of Baked Beans,7474
Boiled Live Lobster,6364
Tansan,1421
Fruits divers,5520
Duraznos,1612
Glen Garry,1113
Formosa,3231
Kasseler Rippespeer,1452
Chateaubriand for 2,55
Special Club,94
Praline Parfait,9432
"Apollinaris Water, Bottle",6422
Cold Crab Meat Ravigote,8042
Consomme with Profiteroles,4334
Hot Roast Beef Sandwich with Gravy,5904
Noodles Napolitaine,5169
Paillettes au Parmesan,3918
Frittura Mista,2652
Clear Oxtail au Madere,2565
Hauptel,1355
Superior,2914
Short Bread,4848
Coupe Marrons,970
Broiled Veal Chop,2255
compote of pineapple,7554
Meringue Glacée,3938
Eggs (2) Boiled,1889
"Wheatena, with cream",2927
Chicken Casserole,4216
Ham or Bacon & Eggs,1615
Smoked ox tongue with spinach,3333
Salad Archiduc,3094
"Breast of Turkey, Cranberry Sauce",6377
Spaghetti Milanese,8531
Coupe Orientale,1944
Pineapple cake,3502
Malpeque Oysters,6841
Pommes pailles,3307
Steinhaeger Gin,7580
Grilled Ham with Eggs,7305
Champagne Cocktails,7873
"Creme de Menthe, Green Cordial",5536
Salad Mexicaine,9462
Assorted Fruit in Season,2124
Marmite Henry IV,1918
Saltine,994
Blueberry Shortcake,2768
Schlosskartoffeln,7753
Asparagus Tips Hollandaise,6938
"Consomme en Tasse, Hot or Cold",5001
Pot of cocoa with whipped cream,6106
Plain Omelette (3 eggs),9436
Imported Rhine Wine,5235
Crema de Esparragos,5124
Imported Cheese: Roquefort,4466
Whitebait and Oyster Crabs,2549
Mandarin,2762
Lynnhaven cocktail,3616
Consomme Medicis,3215
Cheese American,7833
Flan au Caramel,5153
Cream of Tomato Soup aux Croutons,5312
"Fried Scallops, Remoulade Sauce",5654
Salt,2294
Tunny in Oil,1021
Stuffed Tomatoes a La Reine,3673
Omelette cheese,8442
Half Cold Chicken,6205
Braised Mutton,5311
Fejes salata,2846
Apple or Lemon Meringue Pie,6477
Noodles with Cheese,5664
Coate's Plymouth Gin,6207
Boiled [Potatoes],6982
Vegyes befott,1647
Gigot de mouton,1913
"poulet Saute, Bordelaise",8817
Cream of white beans,157
Dried Apple Pie,5688
Cointreau triple sec,1481
Currant Scones,4251
Almond Slice,8363
Pear Conde,2569
Eggs Mayonnaise,5820
Veal Chop and Bacon,6485
Omelette with Fines Herbes,410
Epinard a la creme,3023
Tarte aux Raisins,4520
Beets salad,2027
Kirschtörtchen,3308
Pimento Stuffed Olives,6483
Port Salut Kase,3284
Natural Potatoes,3552
Jambon glace,3727
Hoffman,4797
Roast beef Sandwich,9596
les Haricots verts au beurre,8382
Chicken Broth Sevigne,5606
Pistazien-Rahmeis,3142
LOBSTER THERMIDOR,7400
Boiled potates,3279
"Filet Mignon, Sauce Bordelaise",5063
Fried Pigs' Feet,6277
Bouillonkartoffeln,4593
Country Gravy,2654
"STEAMED PLUM PUDDING, HARD SAUCE",679
Shirred Eggs Spanish Style,82
"BREAKFAST BACON, BROILED",5693
White Wine: Sauterne,5161
Persimmons,2061
GRAPE FRUIT AU KIRSCH,2246
"Pumpkin Pie, Whipped Cream",6682
Lamb Chops Florentine,4152
Sliced Onion  ,8524
Navy Bean Soup,5816
Riz sauvage,2071
FROMAGES,1933
Capri Scala,2122
Fish House Punch,3671
CALF'S LIVER WITH CRISP BACON,7258
Cauliflower in cream sauce,3560
Bagration Salad,209
Asparagus Cream Soup,3483
Carrots Parisienne,4969
Colbert Potatoes,4352
Omelette: Tomato,5995
Omelet Chasseur,8320
Galantine de Poularde,3813
Romaine and Tomato Salad,5750
Small Sausages,6092
Salad Beaucaire,2919
French Sardines in Oil,8581
Les Hors d'Oeuvre,7508
Salted Ox-Tongue,5574
Gebratene Kalbsleber mit Speck,6366
Kartoffel-Purée,3758
Filets de Harengs Lucas,1888
HUNGARIAN,1751
Pears flambees,4852
Red Cabbage with Apples,5841
Sliced Tomatoe,5228
Baked Jacket,4760
Scrambled Eggs Argenteuil,4239
Creamed Hominy,1229
Preserved Kumquats,4677
Veal Kidneys en Brochette,3703
Scotch: Black & White,6932
Puree of squash,2642
"Roast: Lamb, mint sauce",8159
Pommes Rissolee,9255
Cold: Prime rib of beef,8017
Squab Chicken Souvaroff,5069
Buttered Onions,6245
Potage clamart,3605
"Kartoffeln, Gekochte",3637
Roast beef and salad,3659
Light Beer on draught,5040
Orangen-Creme,3129
"French Pancakes, Currant Jelly",6394
"Waffles, with Maple Syrup",1090
Baked Caramel Custard,7472
Omelette au Fines Herbes,9099
Pfirsich Kompott,733
Eggs Moscovite,4194
Pellkartoffeln,4192
Poached eggs with toast,8118
Kumquat,795
Turkey livers en brochette,5513
Bottled Milk,501
Post Toasties with Milk,8068
Sweetbreads aux champignons,3321
Sweet Wafers,4595
Canape of Anchovies ,955
Creamed Chicken a la King,6015
Hangtown Fry,1927
Bartlet Pears in Syrup,6048
Compote de mirabelles,3974
Fernet,284
Hearts of Lettuce with Tomatoes,6976
Cocktails: Manhattan,6348
Scrambled eggs mushrooms,47
Consomme Grimaldi,2191
Vienna Bread and Butter,3726
Pommes Dauphin,75
"Potage, Mongole",2630
Makkaroni,3378
Western Egg,6842
Potage Portugaise,6482
Muscat,1054
"Lettuce, Roquefort Dressing",2350
Broiled Ham Steak,1066
"Sherbet, Orange",178
Calf's Liver Saute with Onions,1997
"Cabinet pudding, apricot sauce",6965
Sliced Fresh Figs,5734
Beignet au Fromage,3863
Cotelettes d'Agneau maison d'or,2822
Pretzels,3154
Consomme Double Royale,7193
Oeufs Benedict,4764
Lettuce and Orange Salad,6351
FROMAGE,8520
"Poached Egg, Benedict",3869
"Fried chicken, half",5148
Roast Beef [sandwich],6163
"Sandwiches, cheese",6051
"Cocoa or Chocolate, per pot",6455
Hummer-Mayonnaise,3391
Walnut layer cake,9641
Old Fashioned Chicken Soup,6444
Diced Pineapple,273
Martini Rossi Vermouth,3603
Old Hermitage Whiskey,4311
Alaska Cod,3032
"POTATOES, COTTAGE FRIED",4654
"Grape Juice, Red",206
Rum Cake,8267
Virginia Baked Ham,6720
Chicken okra soup a la creole,7033
Hazel Nut ice cream,5201
Fancy Slices (Torten) ,3517
Crab Meat Ravigote,8042
Mashed Hubbard Squash,7699
"Hot Oatmeal, with milk",6817
Ushers Green Stripe,876
EGGS: POACHED,4429
potatoes O'Brien au gratin,6731
Peas in Cream,7290
Corn Saute Mexicaine,2385
Herring in wine sauce,959
Cold Sliced Turkey,2032
"Chicken Cutlets, Cream Sauce",2699
Hard Rolls,8218
catsup,1788
Codfish cake with poached egg,4549
Fresh Tomato Omelet,271
wheat cakes with syrup,7065
CINNAMON RAISIN BREAD TOAST,4828
Buckwheat Cakes with Sausage,689
Rice & Tomato Soup,5947
Planked Filet Mignon,6570
"Broiled Kingfish, lemon butter",6983
"Chicken, Sliced Sandwich",67
Green Peas Omelette,2874
Apple Sauce with Whipped Cream,7354
ASSORTED ICE CREAM,6648
Clear vermicelli soup,2980
"Beef Broth, Barley",6710
