id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,cluster_id
65680,Mais a la creme,,10,10,1905,1969,0.0,0.5,3295
9820,Deep Apple Pie,,10,10,1892,1948,0.0,0.3,6993
4536,"Corn, stewed",,10,10,1900,1947,0.05,0.35,6971
13245,OR,,8,10,1900,1972,,,1809
4210,Boiled Rice with cream,,10,10,1900,1947,0.15,0.35,4927
92618,Creamed celery,,10,10,1905,1955,0.3,0.6,6709
46166,Roasted Potatoes,,10,10,1859,1969,,,1424
22065,"Omelet, tomato",,10,10,1900,1968,0.0,0.4,6815
38796,Potatoes: Hashed browned,,10,10,1900,1942,0.1,0.3,504
29473,Zerlassene Butter,,10,10,1901,1975,0.0,0.0,862
10984,Consomme Noodles,,9,10,1898,1961,0.2,0.4,9668
117077,Creme de Tomate,,9,10,1906,1977,0.0,7.0,3343
137317,Angels on Horseback,,9,10,1914,1968,0.75,1.1,1894
46471,Saint Julien,,10,10,1898,1951,0.0,2.5,9602
334411,Chocolate Cream Roll,,9,10,1913,1941,0.05,5.0,914
68362,Green Peppers,,10,10,1892,1958,0.15,2.5,6903
23029,Potage Tortue,,10,10,1901,1968,0.0,0.0,8618
189568,"Fried Filet of Sole, Tartare Sauce",,10,10,1914,1958,0.6,75.0,9649
37234,Eggs: Scrambled,,10,10,1900,1970,0.0,0.0,8417
37233,Eggs: Fried,,10,10,1900,1970,0.25,0.35,6024
67049,Tete de veau vinaigrette,,10,10,1905,1968,0.0,0.6,2981
71692,"Consomme, Cold",,10,10,1900,2012,0.15,0.25,6928
107240,Red Current Jelly,,10,10,1908,1954,0.0,0.2,3168
29230,Salade melee,,10,10,1907,1969,0.0,0.0,5598
110839,Patisseries,,7,10,1907,1993,0.0,3.75,3294
51084,Rillettes,,10,10,1888,1962,0.14,0.25,2396
54402,Green River Bourbon,,10,10,1905,1941,0.15,1.25,1708
16491,"Consomme, Colbert",,10,10,1899,1966,0.2,0.4,6757
23098,Cold Assorted Meats,,10,10,1901,1954,0.0,0.85,9097
192933,Chinese Vegetable Soup,,8,10,1917,1962,0.2,0.75,6456
23131,Minestra,,9,10,1900,1955,0.3,0.5,1126
19226,Rissolees,,10,10,1900,1962,0.25,25.0,2749
44611,Veal stew,,10,10,1900,1958,0.1,0.15,6251
79750,Tavel,,10,10,1892,1978,0.0,9.25,1704
109559,Omelette with Tomato,,10,10,1894,1947,0.0,1.65,6226
91674,Savoury Omelette,,10,10,1892,1964,,,5665
13083,OEufs sur le Plat,,10,10,1900,1957,0.0,0.3,4286
271114,Seidel,,9,10,1913,1961,0.1,40.0,1783
113545,Coupe St Jacques,,10,10,1905,1967,0.4,0.5,6340
13104,Duck,,10,10,1889,1958,0.4,3.25,4655
31406,Westphalian Ham Sandwich,,10,10,1900,1969,0.2,1.75,5539
107329,Kummel Liqueur,,10,10,1891,1964,0.55,0.9,4460
129920,Green asparagus salad,,10,10,1900,1960,0.65,1.5,4406
18649,Vermont Turkey,,10,10,1901,1965,0.75,0.75,1023
13811,CHOCOLATE MERINGUE PIE,,10,10,1900,1980,0.25,3.5,8255
122417,Trout Meuniere,,10,10,1913,1961,0.0,0.65,9681
116474,CREAM OF TOMATO WITH RICE,,5,10,1901,1945,0.25,0.35,5096
110719,Omelet Espagnole,,10,10,1900,1958,0.35,2.0,8324
143252,Peas a la Francaise,,10,10,1914,1962,0.0,0.6,6405
271605,Cold Roast Beef and Potato Salad,,10,10,1912,1961,0.2,1.5,8889
31539,Cream of spinach soup,,8,10,1901,1958,0.25,0.4,6824
2813,Cobblers,,10,10,1892,1947,0.2,0.75,1929
62492,Corn muffin,,9,10,1900,1959,0.0,0.3,663
21723,Golden Wax Beans,,10,10,1887,1967,,,6966
11382,"NEW POTATOES, PERSILLADE",,10,10,1895,1941,,,5083
221677,Coffee Ring,,9,10,1913,1980,0.05,2.25,5121
333385,Sweet Potatoes Grilled,,9,10,1914,1941,0.15,0.35,2368
184437,Green Apple Pie with Cheese,,10,10,1927,1948,0.35,0.55,8277
46939,Reisling,,10,10,1901,1966,0.1,2.5,9477
6358,Lorette,,9,10,1900,1958,0.25,1.25,3916
28613,Salade francaise,,10,10,1900,1968,,,1429
9814,Italian,,10,10,1900,1965,0.25,0.8,6306
76681,Celery en branch,,10,10,1906,1955,0.2,0.6,7097
262483,Chestnut coupe,,4,10,1917,1987,0.6,2.75,4241
19364,Vienna cake,,10,10,1899,1970,0.25,0.25,5395
21626,Consomme au riz,,10,10,1898,1944,0.0,0.0,3923
19356,Choice of,,8,10,1906,1963,,,4189
16797,German Potato Salad,,10,10,1898,1980,0.15,0.85,5581
16885,Rice Cakes with Maple Syrup,,10,10,1897,1958,0.15,0.35,6921
75481,Cold beef a la mode,,10,10,1892,1945,0.4,1.75,5002
845,Goulash,,10,10,1899,1943,0.0,0.0,6502
44179,Sorbet Romaine,,10,10,1896,1964,0.0,0.0,1862
74500,Consomme Andalouse,,9,10,1899,1941,0.0,0.4,1360
410175,Choice of Two,,9,10,1907,1969,,,769
410132,Red Beets,,10,10,1914,1958,0.05,0.1,1536
317248,Double Filet,,10,10,1917,1948,2.2,3.5,2194
188314,"Poached Eggs, Benedict",,9,10,1917,1961,0.45,2.5,3869
386235,Apple Charlotte with whipped cream,,10,10,1918,2928,0.2,0.2,5617
28021,High Ball,,10,10,1901,1962,0.15,0.65,8334
53990,Glazed Sweet Potatoes,,10,10,1901,1946,0.25,0.3,6374
3964,Caviar sur canape,,10,10,1897,1967,0.4,2.75,2807
97566,Potatoes Rissolee,,10,10,1907,1953,0.3,0.3,6893
7397,Cream of Rice,,10,10,1900,1958,0.1,2.0,6105
183481,Chilled Celery Hearts,,10,10,1913,1969,0.35,0.35,6627
12814,Live Broiled Lobster,,10,10,1901,1941,0.35,1.75,7517
216434,Consomme Portugaise,,7,10,1913,1973,0.2,0.6,3773
134465,Omelette natur,,9,10,1910,1974,0.0,1.0,8174
900,Hot corn muffins,,10,10,1900,1946,0.0,0.0,6261
147234,Heart of Palm,,8,10,1917,1985,0.75,2.0,8991
32372,Scrambled eggs with parsley,,10,10,1896,1947,0.3,0.75,3943
216304,Coupe Alexandra,,10,10,1921,1981,0.0,0.0,534
59629,Snow Potatoes,,10,10,1901,1957,,,26
43805,Gin Punch,,10,10,1900,1951,0.15,0.55,4168
133333,Western Omelet,,10,10,1917,1987,0.3,1.5,3744
3894,Booth's Old Tom Gin,,10,10,1894,1961,0.15,2.0,6464
137804,Krug,,9,10,1914,2012,0.0,11.0,2215
57374,Plain scrambled eggs,,10,10,1900,1954,0.2,0.6,1678
155244,Lobster Thermidore,,10,10,1916,1959,1.25,4.95,6100
409487,Corned Beef sandwich,,10,10,1914,1959,0.05,1.55,6135
70015,Cheese and Toasted Crackers,,10,10,1907,1958,0.25,0.5,9465
70589,"Chicken saute, Chasseur",,10,10,1900,1941,0.6,2.25,5522
86744,"Carrots, Vichy",,10,10,1901,1966,0.0,0.35,8051
182575,Mushroom Chop Suey,,9,10,1914,1948,0.4,0.85,154
183440,Corn Muffins (2),,9,10,1914,1944,0.05,0.25,5660
214582,Gnocchi Romaine,,7,10,1917,1974,0.0,1.4,3623
40271,Bismarckhering,,10,10,1901,1959,0.0,0.0,3592
35728,Potatoes: au gratin,,10,10,1898,1952,0.0,0.45,3641
87026,lemon sorbet,,10,10,1891,1959,0.0,7.0,690
86940,Jambon Froid,,10,10,1905,1987,0.0,5.0,2967
75649,Roast Beef (cold),,9,10,1896,1957,0.0,0.75,7050
377689,Calf's Liver with Bacon,,10,10,1913,1958,0.25,1.35,8953
62782,Champagne sherbet,,10,10,1901,1985,1.95,1.95,5493
1028,Potato Cake,,10,10,1900,1980,0.0,0.0,3410
12755,Chicken livers saute,,10,10,1900,1961,0.5,2.5,5927
303009,Green Peas a l'Etuvee,,10,10,1919,1955,,,5603
11621,Irish stew with vegetables,,10,10,1892,1943,0.3,1.1,7164
1865,OYSTERS AND CLAMS,,10,10,1896,1976,,,4026
12645,Calf Liver and Bacon,,10,10,1900,1949,0.0,0.95,2742
53766,Broiled Sausages,,10,10,1898,1947,0.3,0.85,2831
21217,Clear consomme,,10,10,1897,1955,0.2,1.4,1509
32612,Rhum,,10,10,1898,1961,0.0,1.4,3261
119213,Consomme a la moelle,,10,10,1901,1971,0.0,0.0,1271
94064,Assorted Ices,,11,10,1899,1963,0.0,0.0,8034
12605,Spiced Peaches,,10,10,1906,1954,0.8,9.5,5540
116603,Crab Flakes,,10,10,1905,1950,0.5,4.4,6889
27266,"Chicken Hash, poached egg",,10,10,1900,1946,0.35,1.25,6614
43598,Petits four,,10,10,1888,1941,0.1,0.2,8653
24166,Chowder,,10,10,1899,1980,0.1,1.95,6832
242352,Sirloin Steak (for 1),,10,10,1917,1959,0.9,6.75,9271
6462,Stewed White Turnips,,10,10,1900,1954,0.0,0.0,9520
384605,Hearts of Palm Tree,,10,10,1918,2928,0.6,60.0,8029
284808,"Great Western, Extra Dry",,10,10,1917,1998,1.25,21.0,4320
154647,Gem. Kompott,,10,10,1913,1963,0.0,0.75,1393
90067,chocolate drink,,10,10,1900,1958,0.1,0.35,5573
116661,SAGE DRESSING,,10,10,1901,1947,,,3525
35362,Mint Julip,,10,10,1856,1958,0.0,1.5,7369
3702,Baked Macaroni au Gratin,,10,10,1900,1954,0.1,0.15,8389
7487,cherry sherbet,,10,10,1897,1969,0.25,0.25,1294
198137,Cold: Roast chicken,,9,10,1858,1974,0.3,1.0,4658
47957,Strawberry tarts,,10,10,1862,1980,0.05,1.75,5737
52049,Fresh sausage,,10,10,1901,1969,0.0,0.0,6262
52040,Frische Wurst,,10,10,1901,1969,0.0,0.0,1139
184743,Coffee Cup Custard,,10,10,1914,1963,0.25,0.6,8262
426622,Cream of Lettuce,,8,10,1901,1970,0.25,0.3,2924
210242,Kaffe Hag,,10,10,1917,1973,0.0,0.4,3944
67023,Glace Citron,,9,10,1906,1955,0.0,0.5,5046
33017,India Tea,,10,10,1905,1941,0.05,0.25,2387
7820,Potato Pancake,,10,10,1901,1963,0.15,4.25,1335
96332,Brownies,,10,10,1908,1988,0.5,1.5,2978
244517,Paprika Dressing,,10,10,1913,1962,,,6209
53552,Spargel Salat,,10,10,1901,1958,0.0,0.0,7874
17453,Martel,,11,10,1901,1981,0.15,2.25,1032
60112,Consomme clear,,10,10,1899,1948,0.15,0.25,8032
26701,Lamb steak,,10,10,1900,1945,0.4,2.0,5738
60194,Curried Chicken,,10,10,1898,1969,0.0,0.0,6647
61088,Carottes,,10,10,1882,1963,0.0,0.0,3620
52195,Erdbeer Rahmeis,,10,10,1901,1969,0.0,0.0,7976
14456,Louis Roederer Brut,,10,10,1889,1951,0.0,4.0,6869
109812,Glenlivet,,10,10,1900,1999,0.0,1.25,1113
18149,"Iced Coffee, glass",,10,10,1905,1948,0.05,5.0,8398
24704,Macaroni Cheese,,10,10,1896,1963,0.0,0.0,7496
41020,Tongue and Eggs,,10,10,1900,1985,0.4,1.5,1759
66100,Ripe California Olives,,10,10,1905,1946,0.1,0.25,1368
68983,Oeufs Portugaise,,10,10,1907,1944,0.0,0.0,5057
81390,Bisquit,,11,10,1899,1959,0.0,1.0,5204
49189,Fried Eastern oysters,,10,10,1900,1987,0.65,11.95,8318
96198,Young Carrots,,10,10,1854,1963,0.15,0.6,5771
67862,Salade Rachel,,10,10,1896,1955,0.0,0.0,9109
20689,Lamb kidneys with bacon,,10,10,1900,1958,0.0,0.6,5714
10463,ROAST SPRING LAMB mint sauce,,10,10,1887,1964,0.0,0.0,4670
95044,G. H. Mumm's Extra Dry Champagne,,10,10,1889,1963,1.75,10.5,8353
26482,Eastern Oyster Stew,,10,10,1901,1965,0.9,2.5,8369
33343,Spaghetti a la Napolitaine,,10,10,1892,1962,0.25,0.5,8346
33338,Tripe lyonnaise,,8,10,1900,1954,0.3,30.0,3607
81340,"Schnitzel, Holstein",,10,10,1907,1959,0.75,1.0,7789
380822,Domestic Cigars,,10,10,1907,1943,0.09,0.28,7418
375372,Figs in Syrup,,10,10,1913,1957,0.25,0.35,9022
89354,Pommes de Terre Duchesse,,10,10,1888,1961,0.2,0.4,4037
87819,Bacon and Fried Eggs,,10,10,1900,1944,0.65,1.5,8193
95114,Shrimps salad,,10,10,1884,1958,0.3,2.5,1910
9379,Potages,,10,10,1897,1986,,,9067
26267,Gateau St. Honore,,8,10,1897,1964,0.35,0.4,4887
207773,Grune Zwiebeln,,10,10,1929,1969,0.0,0.0,2248
10418,Green Sea Turtle Soup,,10,10,1900,1954,0.25,0.25,195
10415,Liqueures,,10,10,1891,1961,0.0,0.0,8085
373627,Spanish Salad,,10,10,1912,1955,0.25,0.65,722
42830,Ruhreier mit Schinken,,9,10,1900,1959,0.0,0.0,3002
42845,Cold Duck,,10,10,1900,1981,0.35,10.0,2429
42842,Fried Oysters in Butter,,9,10,1900,1962,0.34,2.45,7815
41736,Russian Kummel,,10,10,1881,1951,0.0,0.65,4283
42872,Mumms Extra Dry,,9,10,1899,1985,5.0,28.0,9296
382198,Deviled Lobster,,10,10,1912,1943,0.4,1.15,834
78159,German Chocolate Cake,,10,10,1907,1987,0.0,0.0,5416
52886,Almond Custard Pie,,8,10,1899,1949,0.0,0.25,880
41716,Moet & Chandon Brut,,10,10,1894,1957,2.0,10.0,7643
73618,Pate de foie gras a la gelee,,10,10,1891,1954,0.0,1.5,6341
104139,"Creme de Menthe, white or green",,10,10,1892,1959,0.1,1.1,9410
66478,Boiled Egg Sandwich,,10,10,1907,1961,0.1,0.35,6608
56467,Apfel-Pfannkuchen,,10,10,1901,1955,0.0,0.0,220
1248,Melted butter,,10,10,1900,1963,0.0,0.0,3589
138430,Glace de Vanille,,9,10,1907,1969,0.0,0.45,7779
388838,potatoes au gratin,,10,10,1912,1955,0.15,0.4,9656
250881,Tosca Salad,,10,10,1915,1959,0.3,0.5,4285
56358,De Brie cheese,,10,10,1887,1958,0.15,0.2,7641
185172,"Crab Flakes, Dewey",,10,10,1916,1962,0.75,4.55,7195
12056,Ice Cream: Vanilla,,10,10,1900,1975,0.15,0.85,6759
33711,Cream of Corn,,10,10,1900,1948,0.2,0.5,1238
68477,Cafe Moka,,10,10,1887,1967,,,4482
33690,Baked Custard Pudding,,10,10,1894,1962,0.05,0.15,631
182997,FRENCH TOAST WITH HONEY,,10,10,1927,1943,0.4,0.85,4014
52484,Schinken gekocht,,10,10,1900,1983,0.0,0.0,4310
5278,Fruit tarts,,10,10,1900,1963,0.1,0.35,8449
34216,Raisin Pound Cake,,10,10,1900,1949,0.05,0.4,563
78319,"Cauliflower, Butter Sauce",,10,10,1892,1961,0.25,0.85,5337
1382,Veal steak a la Holstein,,10,10,1899,1949,0.0,0.0,305
78502,grune bohnen,,10,10,1888,1981,0.0,0.0,2478
88224,Zaza Cocktail,,9,10,1900,1944,0.15,0.55,2140
132821,Shrimp Newburg,,10,10,1924,1969,0.0,4.25,295
95345,Creamed turnips,,10,10,1900,1962,0.0,0.4,3079
63216,Cold Westphalian ham,,10,10,1900,1969,0.4,0.85,9515
5335,New York,,10,10,1900,1959,0.1,10.95,41
6882,Cheshire,,10,10,1900,1964,,,6533
190683,Fresh Gulf Shrimp Cocktail,,8,10,1914,1961,0.5,0.85,3342
6120,Roll ,,10,10,1900,1981,0.0,0.0,7137
48803,Parmentier,,8,10,1895,1965,0.3,0.5,4122
48795,Season Salad,,10,10,1899,1987,0.0,0.0,9196
10206,Cranberry,,9,9,1901,1963,0.05,0.05,7355
405586,Mocca,,9,9,1920,1980,0.0,0.0,5889
56532,"Broiled mackerel, maitre d'hotel",,9,9,1900,1944,0.4,1.5,349
10275,Milk and cream,,9,9,1900,1941,0.15,0.35,5423
41997,"Lemon Pudding, Fruit sauce",,9,9,1900,1957,0.2,0.2,5763
124623,Home-Made Pie,,7,9,1907,1961,0.1,0.4,9184
203729,Omelette mit Geflugelleber,,8,9,1901,1968,0.0,0.0,81
118078,Wine Jelly with Whipped Cream,,9,9,1905,1948,0.15,0.2,5865
201606,Banana Salad,,9,9,1910,1945,0.3,0.35,4925
88690,Imperial Rye,,9,9,1906,1961,0.15,0.55,3807
12065,"Boiled Haddock, Egg Sauce",,9,9,1900,1943,0.0,0.0,40
66660,Dattes,,9,9,1900,1962,0.0,0.0,2083
66629,Chartreuse liqueur,,9,9,1900,1943,0.3,0.75,4276
78588,chateau haut brion,,9,9,1892,1966,3.5,5.5,794
200785,Consomme Hot,,8,9,1901,1949,0.0,0.4,8249
41800,Broiled Sausage ,,9,9,1898,1952,0.0,0.0,2831
52990,Julien Potatoes,,9,9,1900,1949,0.05,0.2,7860
9454,Baked Oysters,,9,9,1900,1961,0.35,2.75,4793
5444,canape moscovite,,9,9,1898,1945,0.25,0.75,1825
103120,Risotto alla Milanese,,9,9,1900,1973,0.0,3.95,9485
12305,Bisque of Tomatoes,,9,9,1900,1944,0.35,0.4,1322
9441,Cocoanut Pudding,,9,9,1900,1948,0.05,0.2,5792
9447,"CONSOMME, HOT OR COLD",,9,9,1900,1949,0.0,0.4,1105
78039,Scallops en brochette,,9,9,1897,1949,0.45,2.0,3438
89060,Lobster Omelette,,7,9,1906,1941,0.8,1.25,3484
12287,Gordon Dry,,9,9,1901,1959,0.15,0.95,270
5479,"Pie, per cut",,9,9,1899,1945,0.0,0.0,1419
183121,Mountain Valley Water,,9,9,1914,1959,0.1,1.05,5432
5190,Chocolate Eclaire,,9,9,1899,1949,0.1,0.35,119
12410,Pommes au Beurre,,9,9,1900,1962,,,4763
53459,Spargel,,9,9,1900,1978,0.0,0.0,2442
60996,Green Apple Sauce,,7,9,1900,1964,0.05,0.3,1354
87740,Fig Jam,,9,9,1901,1968,0.0,0.0,3679
53347,Consomme Renaissance,,9,9,1899,1962,0.35,0.6,9130
7725,"Salmon, broiled",,9,9,1892,1945,0.35,1.0,2460
89574,Fraises Melba,,9,9,1905,1990,0.0,0.6,1581
136132,Bollinger Brut,,9,9,1913,1968,0.0,15.0,4444
117925,Oxtongue,,9,9,1907,1965,0.0,0.0,5646
87761,Hors-d'oeuvre varies,,9,9,1886,1969,,,9112
7786,Pies of All Kinds,,9,9,1892,1941,0.05,0.1,6698
389228,Escaloped Oysters,,7,9,1865,1954,0.4,0.5,3040
422714,White Wine,,8,9,1913,1998,0.2,0.5,1646
297399,Three Feathers Whisky,,9,9,1914,1955,0.2,0.65,740
60031,Graves White Bordeaux,,9,9,1900,1943,0.45,7.0,2538
24559,Baked Rice Pudding,,9,9,1901,1970,0.0,0.15,7077
285763,Heart of Romaine Salad,,9,9,1917,1964,0.3,0.85,4313
18157,"Ginger Ale, glass",,9,9,1906,1954,0.05,0.15,4002
141075,Sauted Potatoes,,9,9,1915,1965,0.0,0.6,9472
209980,Assorted Petits Fours,,9,9,1916,1969,0.35,0.35,8058
126438,Fried Filet of Flounder,,9,9,1908,1975,0.6,3.75,8030
27062,Clicquot Yellow Label,,9,9,1894,1941,2.0,10.0,8566
183241,Radish Roses,,9,9,1918,1963,,,1308
116681,Cottage Cheese with Chives,,9,9,1905,1980,0.15,0.7,5172
135096,Shrimp Omelette,,7,9,1917,1964,0.0,0.7,8905
126949,Flan,,9,9,1882,1989,0.5,6.0,1996
301040,Mazagran,,9,9,1916,1955,0.15,0.2,1418
87182,Fruit Ices,,8,9,1884,1985,0.1,0.25,5456
210719,Sardines on Lettuce,,7,9,1917,1970,0.2,0.45,5054
136403,Grilled Pork Chops,,9,9,1918,1987,0.0,5.99,6894
102296,Omelette with Parmesan Cheese,,9,9,1900,1944,0.35,0.85,8892
89979,Bouillabaise Marseillaise,,9,9,1900,1962,0.3,4.95,9215
7433,Iced tea or iced coffee,,8,9,1901,1972,0.15,2.75,9563
65871,Tomaten-Suppe mit Reis,,9,9,1901,1959,0.0,0.0,8762
87077,Green Turtle Amontillado,,9,9,1905,1969,1.45,3.1,6863
51931,Boston lettuce salad,,9,9,1901,1965,0.0,0.15,1737
422343,ICED TEA,,8,9,1914,1987,0.05,0.75,3409
211339,Java Tea,,9,9,1917,1970,0.3,0.3,6009
63776,Tortue Clair,,9,9,1886,1971,0.0,0.0,503
196879,Cottage Bread,,9,9,1910,1955,0.0,0.0,5088
40398,Macaroni a la Creme,,9,9,1887,1955,0.25,0.35,5825
18314,Scotch Barley Broth,,9,9,1901,1981,0.1,0.9,1275
40416,Spargelsuppe,,9,9,1893,1965,0.0,0.0,5429
40423,Petersilienkartoffeln,,9,9,1901,1982,0.0,0.0,2381
40267,Cervelatwurst,,9,9,1901,1961,0.0,0.4,4104
373840,Rum,,9,9,1900,1983,0.0,0.4,5379
212763,Compote de Cerises,,9,9,1914,1972,0.0,0.0,8414
280793,Egg Salad with Mayonnaise,,9,9,1913,1955,0.2,0.5,2222
27542,"Lobster Cutlets, Victoria",,9,9,1897,1943,0.75,2.0,1816
196299,Orangen,,9,9,1910,1959,0.0,0.0,4290
105441,"Bread and Butter, extra",,8,9,1899,1965,0.05,0.15,5297
51870,Annisette,,9,9,1852,1946,0.35,2.0,8210
59792,Ochsenschwanz Suppe,,9,9,1893,1969,0.0,0.0,8473
278604,"Egg Salad, Mayonnaise",,9,9,1914,1954,0.45,0.95,9361
40228,Baked cup custard,,9,9,1887,1962,0.1,0.2,1855
51767,Cucumbers and Tomatoes,,9,9,1892,1948,0.0,0.0,6689
400497,LOBSTER SALAD,,9,9,1885,1957,0.6,2.25,8162
195446,Rib of Beef with Pickles,,9,9,1910,1959,0.0,0.0,5226
11568,CEREALS,,7,9,1905,1963,0.0,0.3,1246
105623,Liver Pate,,9,9,1898,1964,0.8,0.8,2507
69877,"Onion Soup, Gratinee",,9,9,1907,1962,0.0,0.0,6801
63771,Cream St. Germain,,8,9,1900,1943,0.3,0.45,8276
277661,Virginia Ham Steak,,9,9,1921,1954,0.7,1.5,7320
374190,Filet Mignon with Mushrooms,,9,9,1907,1950,0.6,4.75,899
127726,"Cold boiled ham, potato salad",,9,9,1900,1946,0.15,1.0,3798
147267,French Salad Dressing,,9,9,1918,1969,0.05,0.1,3554
123707,"Tea, hot ",,9,9,1901,1983,0.1,0.4,4637
277352,Sazarac Cocktail,,9,9,1917,1959,0.25,0.9,6922
28080,Sliced Fresh Peaches,,9,9,1900,1945,0.0,0.0,9034
182192,Schwedische Gabelbissen,,8,9,1912,1961,0.0,0.0,2144
195051,Potage Solferino,,9,9,1910,1959,0.0,0.0,3227
90917,Salade Macedoine,,9,9,1901,1957,0.4,0.75,4358
491875,Pommes à l'anglaise,,9,9,1921,1959,,,1840
23651,Fried Bermuda Onions,,9,9,1900,1957,0.1,0.75,5283
11485,Cold Meat,,8,9,1900,1955,,,7098
147273,Belgian Endive,,9,9,1925,1959,1.1,1.45,8695
136730,Mousseline potatoes,,9,9,1910,1969,,,2409
28187,ARLES SAUSAGE,,9,9,1899,1972,0.0,0.0,1592
218157,Leverpostej,,9,9,1915,1973,,,1919
4826,Lemon Sherbert,,9,9,1886,1968,0.1,0.25,7246
155977,Junge Karotten,,9,9,1929,1982,0.0,0.0,5967
275401,Miller's High Life Beer,,9,9,1914,1963,0.25,0.75,1056
18517,Roast beef hash with poached egg,,8,9,1900,1948,0.25,35.0,6927
219413,Sorbet Mandarine,,9,9,1912,1972,0.0,0.4,1465
274818,Fried Bacon and Egg Sandwich,,8,9,1912,1961,0.2,1.1,101
54069,Whiskey Toddy,,9,9,1905,1941,0.15,0.4,4714
16861,Lima Beans Au Beurre,,9,9,1900,1954,0.0,0.0,6617
44233,Pommes de terre rissolees,,9,9,1900,1952,0.3,0.3,6646
194611,Shirred Eggs Meyerbeer,,9,9,1910,1959,0.35,0.65,7956
23420,Mousse glacee au chocolat,,9,9,1900,1959,0.25,0.3,6916
5802,Galantine ,,9,9,1894,1955,0.5,0.75,7360
18597,Homemade Mince Pie,,9,9,1896,1964,0.1,0.85,7107
4742,Bisque of Shrimps,,9,9,1887,1972,0.0,15.0,9481
8013,Clam Omelette,,9,9,1900,1962,0.25,1.75,5490
178769,Bacon or Ham and Eggs,,8,9,1917,1967,0.4,2.5,1615
9088,St. Julian,,9,9,1883,1946,0.4,6.0,3755
123533,Broiled scallops,,9,9,1900,1961,0.3,6.95,6362
177910,Major Grey's Chutney,,9,9,1914,1947,0.15,0.35,217
23283,"Consomme, in Cup",,9,9,1901,1942,0.1,0.25,3927
18732,hard sauce,,9,9,1900,1947,,,6914
91663,Cold Half Lobster,,9,9,1892,1977,0.65,8.5,9165
381140,COCKTAILS,,9,9,1900,1949,,,2100
54288,IMPORTED WINES,,9,9,1900,1961,0.35,0.6,475
44590,Pettijohns,,9,9,1900,1948,0.25,0.3,9181
4667,"Little Neck Clams, half dozen",,9,9,1900,1955,0.0,0.0,4809
71190,Homard au gratin,,9,9,1905,1955,0.0,125.0,4293
113550,Beef bouillon,,9,9,1901,1943,0.1,0.3,5412
113521,Fresh Blueberries,,9,9,1897,1962,0.4,0.4,7951
91704,All Pies,,9,9,1900,1946,0.05,0.15,6698
29297,Gateau Noisette,,8,9,1888,1953,0.15,0.5,4319
307523,Creme de Cocoa Cordial,,9,9,1914,1949,0.15,0.65,5746
307512,Canadian Club Rye Whiskey,,9,9,1912,1949,0.15,0.9,7648
7241,London Dry Gin,,9,9,1900,1950,0.15,2.0,5233
65694,Savarin aux fruits,,9,9,1894,1957,0.3,0.3,4454
77272,Herring in white wine,,9,9,1905,1973,0.3,0.6,7118
391091,Limburger cheese,,9,9,1918,1954,0.2,30.0,9254
70667,Coeur de laitue,,9,9,1890,1962,0.0,0.6,1941
106442,American Salad,,9,9,1905,1945,0.4,0.45,7197
225003,Cole Slaw Salad,,9,9,1914,1965,0.15,0.25,7315
5950,Haddock,,9,9,1900,1998,0.0,14.95,6218
308102,Cold Tongue with Potato Salad,,9,9,1901,1945,0.2,0.65,1087
379010,Fruit Tarts,,7,9,1914,1987,0.05,2.75,5802
4598,Poultry,,9,9,1901,1948,,,3082
119599,Home Fried,,9,9,1894,1962,0.0,30.0,4288
4498,Cumberland Sauce,,9,9,1865,1963,0.0,0.0,269
308199,Tomatoes and Lettuce,,9,9,1892,1945,0.3,0.5,7295
13222,Broiled Steak,,9,9,1895,1949,1.35,1.35,7787
183779,"Petite Marmite, Bourgeoise",,8,9,1919,1969,0.3,1.85,8465
29885,Mince Meat Pie,,9,9,1900,1955,0.0,0.0,8557
191967,Individual Strained Honey,,8,9,1914,1943,0.15,0.25,6415
16295,Pollo,,7,9,1900,1958,0.1,0.5,1531
38595,Boiled Eggs (two),,9,9,1900,1944,0.0,0.0,65
6006,Curacao sherbet,,9,9,1905,1974,0.4,0.4,2183
16227,Bayrisch Kraut,,9,9,1901,1969,0.15,0.2,1962
45299,Creme,,8,9,1900,1972,0.0,0.25,7627
85380,Deviled crab (1),,9,9,1900,1941,0.25,0.75,1482
30072,AUBERGINES FRITES,,9,9,1895,1967,0.0,1.0,3104
77043,Omelets: Plain,,9,9,1900,1946,0.0,0.65,7423
183846,Waldorf Parfait,,9,9,1914,1960,0.35,1.25,758
16139,Queso,,9,9,1890,1989,0.0,1.5,7090
122721,Filetsteak,,9,9,1899,1987,0.0,0.0,5919
143001,Smoked Eels,,9,9,1928,1962,0.75,0.75,392
117613,Fruits rafraichis,,8,9,1906,1944,0.0,0.7,9638
150658,Parfait Napolitaine,,8,9,1918,1958,0.25,1.5,2306
13428,Broiled Porterhouse Steak,,9,9,1900,1955,5.25,5.25,7374
62114,Tomatensuppe,,9,9,1899,1987,0.0,0.0,2399
45572,Chateau Margeaux,,9,9,1891,1948,0.0,3.5,984
309731,Sugar,,8,9,1916,1948,,,2392
30552,Eggs Mornay,,9,9,1900,1950,0.0,0.8,4993
63532,Snapper Soup,,9,9,1900,1962,0.0,0.0,3704
7154,Yankee Pot Roast,,9,9,1900,1945,0.15,4.75,7155
